dataset,features_percent,fs_func,pipeline_ops,depth,fold,stage,rmse,mae,r2
Gd_ctopo_fp_skl_da_skl,75,f_regression,['svr'],1,2,cv,3.788558306232238,2.94969012251811,0.3790818472900521
Gd_ctopo_fp_skl_da_skl,75,f_regression,['ridge'],1,3,cv,3.958173810898887,3.1200756199247515,0.23538536300344748
Gd_ctopo_fp_skl_da_skl,75,f_regression,"['resample', 'ransac_lin_reg', 'rfr', 'lasso']",5,4,cv,4.520532267516664,3.8079972231199077,0.1465709974462669
Gd_ctopo_fp_skl_da_skl,75,f_regression,['ridge'],1,,train_test,3.801672379640442,3.059275149029895,0.25501942348944795
Gd_ctopo_fp_skl_da_skl_bonds,all,f_regression,['svr'],1,0,cv,3.927909755074436,3.271008518716667,0.2047227169936261
Gd_ctopo_fp_skl_da_skl_bonds,all,f_regression,['sgdr'],1,1,cv,3.7870023073988155,2.8551920128581045,0.16453162610870764
Gd_ctopo_fp_skl_da_skl_bonds,all,f_regression,"['svr', 'linear', 'knnreg']",3,2,cv,3.8388628341153312,3.059874491137127,0.36248325683836347
Gd_ctopo_fp_skl_da_skl_bonds,all,f_regression,['svr'],1,3,cv,3.457361514529992,2.5895831406490535,0.4166321752938995
Gd_ctopo_fp_skl_da_skl_bonds,all,f_regression,"['ransac_non_lin_reg', 'isolation_forest_reg', 'rfr']",3,4,cv,4.401747447889703,3.3923853640021298,0.19083238528998558
Gd_ctopo_fp_skl_da_skl_bonds,all,f_regression,['ridge'],1,,train_test,3.8374904114780555,3.042731226724852,0.24091539885544655
Gd_ctopo_fp_skl_da_skl_bonds,50,f_regression,"['svr', 'catboostreg', 'isolation_forest_reg', 'rfr']",3,0,cv,3.882850793851577,2.9685030767415586,0.22286408670608526
Gd_ctopo_fp_skl_da_skl_bonds,50,f_regression,"['normalization', 'ridge']",2,1,cv,3.7861480649538977,2.8600089225741616,0.16490850047731898
Gd_ctopo_fp_skl_da_skl_bonds,50,f_regression,"['resample', 'normalization', 'svr']",3,2,cv,3.9853329232201853,3.2420004946284635,0.31290684860559725
Gd_ctopo_fp_skl_da_skl_bonds,50,f_regression,['ridge'],1,3,cv,4.16050263218303,3.451221522381303,0.1552183189258779
Gd_ctopo_fp_skl_da_skl_bonds,50,f_regression,"['resample', 'pca', 'rfr']",3,4,cv,4.269729505988618,3.4777124197527063,0.23864189419814075
Gd_ctopo_fp_skl_da_skl_bonds,50,f_regression,"['resample', 'svr']",2,,train_test,3.8490930502473057,3.150880937711412,0.2363182804137075
Gd_ctopo_fp_skl_da_skl_bonds,75,f_regression,['svr'],1,0,cv,3.847364035303997,3.156183519049772,0.2370042189045567
Gd_ctopo_fp_skl_da_skl_bonds,75,f_regression,['sgdr'],1,1,cv,3.7364835795618734,2.771812187851358,0.1866732970080318
Gd_ctopo_fp_skl_da_skl_bonds,75,f_regression,"['scaling', 'poly_features', 'ransac_non_lin_reg', 'sgdr', 'rfr']",4,2,cv,3.6035428262831646,2.785215933803177,0.43824650718907954
Gd_ctopo_fp_skl_da_skl_bonds,75,f_regression,"['svr', 'lasso']",2,3,cv,3.5900665282177493,2.8391858386137576,0.3709895236812957
Gd_ctopo_fp_skl_da_skl_bonds,75,f_regression,"['pca', 'rfr']",2,4,cv,4.4676819373929435,3.6184719631928632,0.16640952197480652
Gd_ctopo_fp_skl_da_skl_bonds,75,f_regression,"['ridge', 'lasso']",2,,train_test,3.839972222788689,3.095998440580958,0.23993323930143406
Gd_ctopo_fp_topo,all,f_regression,"['ransac_lin_reg', 'normalization', 'ridge']",3,0,cv,4.2536009470175165,3.5676124004398173,0.06737068426798931
Gd_ctopo_fp_topo,all,f_regression,['sgdr'],1,1,cv,3.568169137118213,2.802496187767697,0.2582975047497158
Gd_ctopo_fp_topo,all,f_regression,['ridge'],1,2,cv,4.4411405257765635,3.4781905412997522,0.14675169083115858
Gd_ctopo_fp_topo,all,f_regression,"['normalization', 'ridge']",2,3,cv,3.7285039888602856,3.1873440237547093,0.3215433406988025
Gd_ctopo_fp_topo,all,f_regression,['ridge'],1,4,cv,4.243645378287649,3.763049557594481,0.24791587785186964
Gd_ctopo_fp_topo,all,f_regression,['svr'],1,,train_test,3.9910847028653227,3.3849429525692005,0.178935141914346
Gd_ctopo_fp_topo,50,f_regression,"['resample', 'ridge', 'ransac_lin_reg', 'lasso']",4,0,cv,4.576209320964901,3.6391609757115218,0.0
Gd_ctopo_fp_topo,50,f_regression,"['ransac_lin_reg', 'ridge']",2,1,cv,3.7340192199663758,2.9612484439152165,0.18774578586265178
Gd_ctopo_fp_topo,50,f_regression,"['resample', 'normalization', 'scaling', 'ridge']",4,2,cv,4.360077134131717,3.3837272945468757,0.17761581359557121
Gd_ctopo_fp_topo,50,f_regression,['sgdr'],1,3,cv,3.832861206733039,3.2700045989506035,0.28303315685842567
Gd_ctopo_fp_topo,50,f_regression,"['ransac_lin_reg', 'ransac_non_lin_reg', 'pca', 'rfr']",3,4,cv,4.3668321817743445,3.8698485664841833,0.20361833103441307
Gd_ctopo_fp_topo,50,f_regression,"['normalization', 'ridge', 'ransac_non_lin_reg', 'catboostreg']",5,,train_test,4.7580349440318335,3.7200631187748767,0.0
Gd_ctopo_fp_topo,75,f_regression,"['resample', 'ransac_non_lin_reg', 'poly_features', 'ridge']",4,0,cv,4.328244443634304,3.6329662410690307,0.03435135582673865
Gd_ctopo_fp_topo,75,f_regression,"['isolation_forest_reg', 'sgdr']",2,1,cv,3.697369390776885,2.98149658113324,0.20361227367899581
Gd_ctopo_fp_topo,75,f_regression,"['poly_features', 'catboostreg']",2,2,cv,4.4973180156384105,3.3853445094578265,0.12502911279887585
Gd_ctopo_fp_topo,75,f_regression,['sgdr'],1,3,cv,3.7980085433666844,3.1938009592244128,0.2960128043487923
Gd_ctopo_fp_topo,75,f_regression,['ridge'],1,4,cv,4.230357627189221,3.7590164642795276,0.2526183729189362
Gd_ctopo_fp_topo,75,f_regression,"['resample', 'normalization', 'ridge']",3,,train_test,4.295107694991498,3.6084588919589256,0.04908063824054476
Gd_ctopo_fp_topo_da,all,f_regression,"['resample', 'ransac_non_lin_reg', 'sgdr']",3,0,cv,3.993657239688431,3.2112308646738823,0.17787633185318907
Gd_ctopo_fp_topo_da,all,f_regression,"['resample', 'rfr', 'adareg']",3,1,cv,3.6663494036156554,2.866329319795323,0.21691919791457248
Gd_ctopo_fp_topo_da,all,f_regression,['ridge'],1,2,cv,4.105534903167219,3.217775763026387,0.27083485094072923
Gd_ctopo_fp_topo_da,all,f_regression,"['rfr', 'knnreg', 'fast_ica', 'adareg']",4,3,cv,4.112498924447528,3.3858260549582573,0.1745999701660368
Gd_ctopo_fp_topo_da,all,f_regression,"['poly_features', 'rfr']",2,4,cv,4.452478871091591,3.8342529235108778,0.1720731161141248
Gd_ctopo_fp_topo_da,all,f_regression,"['resample', 'poly_features', 'isolation_forest_reg', 'sgdr']",4,,train_test,4.277374351667681,3.4721948938490623,0.05691660853936831
Gd_ctopo_fp_topo_da,50,f_regression,"['ridge', 'adareg']",2,0,cv,3.9443743082802736,3.1499914621309673,0.198041643004351
Gd_ctopo_fp_topo_da,50,f_regression,['ridge'],1,1,cv,3.8406489827141703,3.005797257805107,0.1406934777778186
Gd_ctopo_fp_topo_da,50,f_regression,['ridge'],1,2,cv,4.06923595511693,3.2566019813544003,0.28367162901841336
Gd_ctopo_fp_topo_da,50,f_regression,"['ransac_lin_reg', 'poly_features', 'normalization', 'svr', 'rfr']",3,3,cv,4.339798222457696,3.584171441626648,0.08083821326226781
Gd_ctopo_fp_topo_da,50,f_regression,"['resample', 'normalization', 'rfr']",3,4,cv,4.620894120395503,4.077350215074814,0.1082558159112712
Gd_ctopo_fp_topo_da,50,f_regression,['svr'],1,,train_test,3.948178014349159,3.0675784979568217,0.19649418100179017
Gd_ctopo_fp_topo_da,75,f_regression,"['resample', 'normalization', 'ridge']",3,0,cv,4.283581001473349,3.3309934994051913,0.05417771564718876
Gd_ctopo_fp_topo_da,75,f_regression,['ridge'],1,1,cv,3.7975443553400745,3.0017720344649246,0.15987369040258093
Gd_ctopo_fp_topo_da,75,f_regression,"['isolation_forest_reg', 'pca', 'rfr']",3,2,cv,4.378012046353829,3.3504105243492197,0.1708362438323905
Gd_ctopo_fp_topo_da,75,f_regression,"['rfr', 'knnreg', 'lgbmreg']",4,3,cv,4.081183242986026,3.382732305575886,0.18712255164119196
Gd_ctopo_fp_topo_da,75,f_regression,"['scaling', 'rfr', 'adareg']",3,4,cv,4.443069799366846,3.8031924034439197,0.1755686037461528
Gd_ctopo_fp_topo_da,75,f_regression,"['scaling', 'normalization', 'catboostreg', 'rfr']",4,,train_test,4.529373334328809,3.404917685300775,0.0
