dataset,features_percent,fs_func,pipeline_ops,depth,fold,stage,rmse,mae,r2
Gd_ctopo_fp_cmplx_da,50,f_regression,"['resample', 'svr']",2,2,cv,3.9416335929772806,2.902146370498219,0.3278922441353168
Gd_ctopo_fp_cmplx_da,50,f_regression,['ridge'],1,3,cv,3.4304040929750084,2.8377067694428924,0.42569387351960153
Gd_ctopo_fp_cmplx_da,50,f_regression,"['pca', 'rfr']",2,4,cv,4.642286312456349,3.8233779200570797,0.09998013640936032
Gd_ctopo_fp_cmplx_da,50,f_regression,['catboostreg'],1,,train_test,3.8214548385200167,2.998428787822799,0.24724605932493804
Gd_ctopo_fp_cmplx_da,75,f_regression,['rfr'],1,0,cv,3.644053414907328,2.8079889482505433,0.315513253787959
Gd_ctopo_fp_cmplx_da,75,f_regression,['catboostreg'],1,1,cv,3.5797980303135013,2.8644925567626798,0.25345511428264167
Gd_ctopo_fp_cmplx_da,75,f_regression,['ridge'],1,2,cv,3.8980100779766844,2.9645508152345883,0.34268684951484696
Gd_ctopo_fp_cmplx_da,75,f_regression,"['isolation_forest_reg', 'svr']",2,3,cv,3.115690842972603,2.514911923231776,0.526236496918876
Gd_ctopo_fp_cmplx_da,75,f_regression,"['pca', 'rfr']",2,4,cv,4.785580276378008,3.9046201513027428,0.043560591923747616
Gd_ctopo_fp_cmplx_da,75,f_regression,"['isolation_forest_reg', 'catboostreg']",2,,train_test,3.723480229180975,2.955735970548247,0.28534953757119785
Gd_ctopo_fp_cmplx_da_bonds,all,f_regression,"['svr', 'catboostreg']",2,0,cv,4.164846872734617,3.29896703924059,0.10588444230784089
Gd_ctopo_fp_cmplx_da_bonds,all,f_regression,['rfr'],1,1,cv,4.283796802836437,3.4383340316251036,0.0
Gd_ctopo_fp_cmplx_da_bonds,all,f_regression,['ridge'],1,2,cv,3.859294321097477,3.057572515126708,0.3556791182019208
Gd_ctopo_fp_cmplx_da_bonds,all,f_regression,['rfr'],1,3,cv,3.4648855117005577,2.9291130874937137,0.4140903329955149
Gd_ctopo_fp_cmplx_da_bonds,all,f_regression,"['resample', 'poly_features', 'rfr']",3,4,cv,4.804784301022625,3.869510399661631,0.03586901084698313
Gd_ctopo_fp_cmplx_da_bonds,all,f_regression,"['ransac_lin_reg', 'rfr']",2,,train_test,3.68815089196502,2.753583096926089,0.298846774173925
Gd_ctopo_fp_cmplx_da_bonds,50,f_regression,['svr'],1,0,cv,4.221007307718613,3.3469187343102877,0.08160865387425975
Gd_ctopo_fp_cmplx_da_bonds,50,f_regression,"['ransac_lin_reg', 'normalization', 'pca', 'rfr']",4,1,cv,4.1825796143463565,3.3096534419144663,0.0
Gd_ctopo_fp_cmplx_da_bonds,50,f_regression,['ridge'],1,2,cv,3.8933652165188906,2.869281043178465,0.3442524224129452
Gd_ctopo_fp_cmplx_da_bonds,50,f_regression,"['normalization', 'ridge']",2,3,cv,3.446990649852864,2.8282359212463053,0.4201267215053962
Gd_ctopo_fp_cmplx_da_bonds,50,f_regression,"['poly_features', 'pca', 'rfr']",3,4,cv,4.287256579227564,3.6550439194190036,0.2323783740659301
Gd_ctopo_fp_cmplx_da_bonds,50,f_regression,"['poly_features', 'catboostreg']",2,,train_test,3.844284819284374,3.0227653958331953,0.23822504887254137
Gd_ctopo_fp_cmplx_da_bonds,75,f_regression,['rfr'],1,0,cv,3.930980994965051,3.0605358062734482,0.20347857323233753
Gd_ctopo_fp_cmplx_da_bonds,75,f_regression,['catboostreg'],1,1,cv,3.6982838347076283,2.9748641555910194,0.20321829520265533
Gd_ctopo_fp_cmplx_da_bonds,75,f_regression,['svr'],1,2,cv,4.155417323754534,3.0713691324819465,0.25300843497258485
Gd_ctopo_fp_cmplx_da_bonds,75,f_regression,['rfr'],1,3,cv,3.6709840066812927,3.0648617252649264,0.34231510080427485
Gd_ctopo_fp_cmplx_da_bonds,75,f_regression,"['pca', 'rfr']",2,4,cv,4.888518686670579,4.121192434997917,0.0019718068775486097
Gd_ctopo_fp_cmplx_da_bonds,75,f_regression,['catboostreg'],1,,train_test,3.8552527637840432,3.011601413443108,0.23387208099757828
Gd_ctopo_fp_cmplx_da_sub,all,f_regression,['ridge'],1,0,cv,3.6285294771094816,2.92475410273645,0.3213327601673379
Gd_ctopo_fp_cmplx_da_sub,all,f_regression,['ridge'],1,1,cv,3.834759517537643,2.9645483365985714,0.14332687414502998
Gd_ctopo_fp_cmplx_da_sub,all,f_regression,['ridge'],1,2,cv,3.807453601447293,2.9925151217558272,0.37287278918130196
Gd_ctopo_fp_cmplx_da_sub,all,f_regression,['svr'],1,3,cv,3.4092827268223687,2.754971487943558,0.43274423050221444
Gd_ctopo_fp_cmplx_da_sub,all,f_regression,['rfr'],1,4,cv,4.659144453851208,3.7913973251543283,0.09343154792014663
Gd_ctopo_fp_cmplx_da_sub,all,f_regression,['ridge'],1,,train_test,3.6261708998892965,2.924004608747252,0.3222147532010463
Gd_ctopo_fp_cmplx_da_sub,50,f_regression,"['svr', 'normalization', 'ridge']",3,0,cv,4.126534135401693,3.2769883808814844,0.12225885113081669
Gd_ctopo_fp_cmplx_da_sub,50,f_regression,['catboostreg'],1,1,cv,3.7438758949590087,2.963341039986302,0.18345191794373106
Gd_ctopo_fp_cmplx_da_sub,50,f_regression,['ridge'],1,2,cv,3.976656086323935,2.8723725112598073,0.3158954597625807
Gd_ctopo_fp_cmplx_da_sub,50,f_regression,"['isolation_forest_reg', 'ridge']",2,3,cv,3.7264050218918623,3.1385740846479155,0.32230700209425556
Gd_ctopo_fp_cmplx_da_sub,50,f_regression,"['resample', 'poly_features', 'rfr', 'lgbmreg']",4,4,cv,4.862580011386584,3.9387248913216846,0.012534863193307655
Gd_ctopo_fp_cmplx_da_sub,50,f_regression,['catboostreg'],1,,train_test,4.23652895572217,3.3033846548623216,0.07484194840376857
Gd_ctopo_fp_cmplx_da_sub,75,f_regression,['svr'],1,0,cv,3.8756305928601815,3.0895167168057878,0.2257515839914993
Gd_ctopo_fp_cmplx_da_sub,75,f_regression,"['svr', 'knnreg']",2,1,cv,3.8870096257028863,3.154318144104698,0.11982281439848808
Gd_ctopo_fp_cmplx_da_sub,75,f_regression,['ridge'],1,2,cv,3.862293285765716,2.9026508118135923,0.3546773566523419
Gd_ctopo_fp_cmplx_da_sub,75,f_regression,"['resample', 'isolation_forest_reg', 'svr']",3,3,cv,3.6622356546266417,2.9612593454098786,0.3454460342176271
Gd_ctopo_fp_cmplx_da_sub,75,f_regression,['rfr'],1,4,cv,4.582314083571448,3.739395216910339,0.12308407396887944
Gd_ctopo_fp_cmplx_da_sub,75,f_regression,['ridge'],1,,train_test,3.6919365488424356,3.011346254825794,0.29740665533981436
Gd_ctopo_fp_cmplx_da_sub_bonds,all,f_regression,['rfr'],1,0,cv,3.9629648368037196,2.9688571390629765,0.19046428725251108
Gd_ctopo_fp_cmplx_da_sub_bonds,all,f_regression,['svr'],1,1,cv,4.058353955934248,3.1040063390444317,0.04051382994703334
Gd_ctopo_fp_cmplx_da_sub_bonds,all,f_regression,['svr'],1,2,cv,3.9754296149809374,3.1271524337552994,0.31631737466264687
Gd_ctopo_fp_cmplx_da_sub_bonds,all,f_regression,['rfr'],1,3,cv,3.518388029742905,2.9867240205417773,0.3958561561834616
Gd_ctopo_fp_cmplx_da_sub_bonds,all,f_regression,['rfr'],1,4,cv,4.703966424132405,3.850691662739057,0.07590487991877592
Gd_ctopo_fp_cmplx_da_sub_bonds,all,f_regression,['sgdr'],1,,train_test,3.5113123132678488,2.859680276740976,0.36447228649838126
Gd_ctopo_fp_cmplx_da_sub_bonds,50,f_regression,['svr'],1,0,cv,4.202716100482732,3.3948584764754823,0.0895508762603735
Gd_ctopo_fp_cmplx_da_sub_bonds,50,f_regression,['catboostreg'],1,1,cv,3.6842228096015663,2.9248198995344548,0.20926557001763124
Gd_ctopo_fp_cmplx_da_sub_bonds,50,f_regression,['sgdr'],1,2,cv,3.9764315148519658,2.7366527679548156,0.31597272368599083
Gd_ctopo_fp_cmplx_da_sub_bonds,50,f_regression,"['isolation_forest_reg', 'sgdr']",2,3,cv,3.7952080668489367,3.0799595941697344,0.29705059704526615
Gd_ctopo_fp_cmplx_da_sub_bonds,50,f_regression,"['pca', 'rfr']",2,4,cv,4.630206756268817,3.768224006657847,0.10465787282357397
Gd_ctopo_fp_cmplx_da_sub_bonds,50,f_regression,['svr'],1,,train_test,4.235076973165262,3.401237152619883,0.0754759972540997
Gd_ctopo_fp_cmplx_da_sub_bonds,75,f_regression,['rfr'],1,0,cv,3.880731295651944,2.8862856007797872,0.22371227207399413
Gd_ctopo_fp_cmplx_da_sub_bonds,75,f_regression,['ridge'],1,1,cv,3.8068828362961527,3.0212902938225485,0.15573672757377144
Gd_ctopo_fp_cmplx_da_sub_bonds,75,f_regression,"['resample', 'normalization', 'ridge']",3,2,cv,3.7273609651012265,2.7528155769497156,0.3989794642437642
Gd_ctopo_fp_cmplx_da_sub_bonds,75,f_regression,['rfr'],1,3,cv,3.821354540737225,3.2430241570754847,0.28733151988515804
Gd_ctopo_fp_cmplx_da_sub_bonds,75,f_regression,"['resample', 'rfr']",2,4,cv,4.647086123760993,3.7638263189303607,0.0981180544606236
Gd_ctopo_fp_cmplx_da_sub_bonds,75,f_regression,"['ransac_non_lin_reg', 'isolation_forest_reg', 'svr']",3,,train_test,3.5124175597149447,2.8487279579095306,0.3640721367917682
Gd_ctopo_fp_cmplx_full,all,f_regression,['rfr'],1,0,cv,3.687323016343969,2.860360758709625,0.2991615132021156
Gd_ctopo_fp_cmplx_full,all,f_regression,"['resample', 'poly_features', 'sgdr']",3,1,cv,4.030404326859732,3.1151590276716776,0.05368416371982121
Gd_ctopo_fp_cmplx_full,all,f_regression,['svr'],1,2,cv,3.9883604184532095,3.0729096297625507,0.3118625386865521
Gd_ctopo_fp_cmplx_full,all,f_regression,['svr'],1,3,cv,3.402048397634412,2.694758064960734,0.435149053662257
Gd_ctopo_fp_cmplx_full,all,f_regression,"['normalization', 'poly_features', 'catboostreg', 'rfr']",3,4,cv,4.883827255254211,3.7971628659767007,0.003886470362921335
Gd_ctopo_fp_cmplx_full,all,f_regression,"['resample', 'poly_features', 'rfr']",3,,train_test,3.6648051674616404,2.8851417610196326,0.30769517732214646
Gd_ctopo_fp_cmplx_full,50,f_regression,"['normalization', 'svr', 'ridge']",3,0,cv,4.22118887561593,3.26378930330884,0.08152964241567551
Gd_ctopo_fp_cmplx_full,50,f_regression,['catboostreg'],1,1,cv,3.750647807127504,2.9459686324647474,0.18049530666523916
Gd_ctopo_fp_cmplx_full,50,f_regression,['svr'],1,2,cv,3.9258966169351055,2.780058618319665,0.33324831246271414
Gd_ctopo_fp_cmplx_full,50,f_regression,['ridge'],1,3,cv,3.5292953224546064,2.858262223360278,0.39210455869086414
Gd_ctopo_fp_cmplx_full,50,f_regression,"['ransac_lin_reg', 'svr', 'xgboostreg']",3,4,cv,4.574999692559982,3.5034742949729742,0.12588134481563384
Gd_ctopo_fp_cmplx_full,50,f_regression,['ridge'],1,,train_test,4.005028792056244,3.1421629460108536,0.17318783120501202
Gd_ctopo_fp_cmplx_full,75,f_regression,"['resample', 'normalization', 'ridge']",3,0,cv,3.7708931900977296,2.9944639224150107,0.26703364949192376
Gd_ctopo_fp_cmplx_full,75,f_regression,['ridge'],1,1,cv,3.815038780908862,3.075162774527452,0.15211531820181035
Gd_ctopo_fp_cmplx_full,75,f_regression,['sgdr'],1,2,cv,4.0902697246576425,3.05398575360909,0.2762471263771089
Gd_ctopo_fp_cmplx_full,75,f_regression,"['svr', 'catboostreg']",2,3,cv,3.571275247083676,2.823189018481094,0.37755707804586613
Gd_ctopo_fp_cmplx_full,75,f_regression,"['resample', 'ransac_non_lin_reg', 'isolation_forest_reg', 'rfr']",4,4,cv,4.888606657723174,3.7744744530268024,0.0019358866381984363
Gd_ctopo_fp_cmplx_full,75,f_regression,['ridge'],1,,train_test,3.783024702686938,3.0044037379070714,0.2623099442720065
Gd_ctopo_fp_ligand,all,f_regression,"['normalization', 'ridge']",2,0,cv,3.879202761632696,3.104936439705994,0.22432367669145792
Gd_ctopo_fp_ligand,all,f_regression,"['poly_features', 'rfr']",2,1,cv,4.380785525328983,3.3659540900411127,0.0
Gd_ctopo_fp_ligand,all,f_regression,"['pca', 'rfr']",2,2,cv,3.920434383128534,2.9686366175490253,0.3351023704658954
Gd_ctopo_fp_ligand,all,f_regression,['xgboostreg'],1,3,cv,3.776510388480481,3.0901543497484782,0.303959912592769
Gd_ctopo_fp_ligand,all,f_regression,['rfr'],1,4,cv,4.39425466981507,3.7598648220272,0.19358481632027713
Gd_ctopo_fp_ligand,all,f_regression,['catboostreg'],1,,train_test,3.8188251753692746,2.902010657077829,0.24828169015591384
Gd_ctopo_fp_ligand,50,f_regression,['svr'],1,0,cv,4.347320874934472,3.4454684667975317,0.025820541463074997
Gd_ctopo_fp_ligand,50,f_regression,['rfr'],1,1,cv,3.9405579672368183,3.175180975616323,0.09540472236102604
Gd_ctopo_fp_ligand,50,f_regression,['ridge'],1,2,cv,3.863342986122124,2.8254175824078884,0.35432653530843705
Gd_ctopo_fp_ligand,50,f_regression,"['svr', 'linear']",2,3,cv,3.357935413973409,2.7195393965828827,0.44970247069834157
Gd_ctopo_fp_ligand,50,f_regression,['rfr'],1,4,cv,4.397292958714441,3.6867572687489893,0.19246928273357222
Gd_ctopo_fp_ligand,50,f_regression,"['resample', 'ransac_non_lin_reg', 'isolation_forest_reg', 'catboostreg']",4,,train_test,4.160031778190865,3.2682939489721075,0.1079506706062745
Gd_ctopo_fp_ligand,75,f_regression,['svr'],1,0,cv,4.1652735484993055,3.253473383456617,0.10570123414073329
Gd_ctopo_fp_ligand,75,f_regression,"['isolation_forest_reg', 'rfr']",2,1,cv,4.568689465254877,3.651815510893911,0.0
Gd_ctopo_fp_ligand,75,f_regression,['svr'],1,2,cv,3.8651157100029545,2.857143514307878,0.35373385514594025
Gd_ctopo_fp_ligand,75,f_regression,"['resample', 'svr', 'ridge']",3,3,cv,3.133452628373594,2.6139134585966906,0.5208194823996382
Gd_ctopo_fp_ligand,75,f_regression,['rfr'],1,4,cv,4.51394168737791,3.78707620920847,0.14905764804187593
Gd_ctopo_fp_ligand,75,f_regression,"['ransac_non_lin_reg', 'isolation_forest_reg', 'fast_ica', 'catboostreg']",3,,train_test,3.9920333605554412,3.091363419015966,0.17854477081433695
Gd_ctopo_fp_skl,all,f_regression,"['resample', 'ridge', 'lasso']",3,0,cv,3.7402356568612167,3.005673692091226,0.2789033017150635
Gd_ctopo_fp_skl,all,f_regression,"['ransac_lin_reg', 'sgdr']",2,1,cv,3.6742871335700173,2.914501612849912,0.21352475182146124
Gd_ctopo_fp_skl,all,f_regression,"['resample', 'lgbmreg', 'normalization', 'ridge']",4,2,cv,4.224036710599817,3.4181690354521774,0.22813424414125294
Gd_ctopo_fp_skl,all,f_regression,"['resample', 'ridge', 'isolation_forest_reg']",4,3,cv,3.8620053999948536,3.1258776872398895,0.2720884024896193
Gd_ctopo_fp_skl,all,f_regression,"['poly_features', 'ridge', 'adareg']",3,4,cv,4.550156125769113,3.9142277492657582,0.13534900119509063
Gd_ctopo_fp_skl,all,f_regression,['ridge'],1,,train_test,3.7516454210575585,3.0088207095582713,0.274497112747631
Gd_ctopo_fp_skl,50,f_regression,['ridge'],1,0,cv,4.0537474401726,3.3305995578792347,0.15295018961553652
Gd_ctopo_fp_skl,50,f_regression,['sgdr'],1,1,cv,3.5692734461446514,2.8622505210737637,0.2578383362095855
Gd_ctopo_fp_skl,50,f_regression,['sgdr'],1,2,cv,4.373350162103052,3.4590253293736413,0.1726011578451111
Gd_ctopo_fp_skl,50,f_regression,"['resample', 'ridge', 'dtreg', 'lasso']",4,3,cv,4.190311383521142,3.49486354220151,0.1430697399546198
Gd_ctopo_fp_skl,50,f_regression,"['ransac_lin_reg', 'sgdr']",2,4,cv,4.43842559261467,3.783688387024045,0.17729120948941313
Gd_ctopo_fp_skl,50,f_regression,"['resample', 'ransac_non_lin_reg', 'ransac_lin_reg', 'poly_features', 'ridge']",5,,train_test,4.121168687914002,3.4039572134956,0.12453989967451451
Gd_ctopo_fp_skl,75,f_regression,['sgdr'],1,0,cv,3.832873647449201,3.1458470294763714,0.24274076179856485
Gd_ctopo_fp_skl,75,f_regression,"['resample', 'normalization', 'sgdr']",3,1,cv,3.6316484290718956,2.8669053745363353,0.2316723315698943
Gd_ctopo_fp_skl,75,f_regression,"['sgdr', 'lasso']",2,2,cv,4.302557513985342,3.4831757919165103,0.19917103128988867
Gd_ctopo_fp_skl,75,f_regression,['ridge'],1,3,cv,3.898063065345013,3.1150207209585514,0.258432637246791
Gd_ctopo_fp_skl,75,f_regression,"['ransac_lin_reg', 'ridge', 'pca', 'dtreg']",5,4,cv,4.5623975233188006,3.8816718709757936,0.13069035905382886
Gd_ctopo_fp_skl,75,f_regression,"['resample', 'normalization', 'ransac_lin_reg', 'sgdr']",5,,train_test,3.819829592539623,3.132102515910581,0.24788620828013586
Gd_ctopo_fp_skl_da,all,f_regression,"['resample', 'svr', 'catboostreg']",3,0,cv,4.046681959158942,3.2142868705985976,0.15590034811635267
Gd_ctopo_fp_skl_da,all,f_regression,"['resample', 'ridge']",2,1,cv,3.653031886239171,2.784463940703912,0.22259773568465713
Gd_ctopo_fp_skl_da,all,f_regression,['ridge'],1,2,cv,4.039018110937943,3.324847638359957,0.29427093017132067
Gd_ctopo_fp_skl_da,all,f_regression,['ridge'],1,3,cv,4.0519079474668755,3.133904532300266,0.19874265028943305
Gd_ctopo_fp_skl_da,all,f_regression,"['normalization', 'ridge']",2,4,cv,4.25310708368052,3.5685638318340462,0.24455841947062174
Gd_ctopo_fp_skl_da,all,f_regression,"['poly_features', 'ransac_lin_reg', 'ridge']",3,,train_test,3.860890148340593,2.9990505228718045,0.23162988538303664
Gd_ctopo_fp_skl_da,50,f_regression,"['resample', 'pca', 'rfr']",3,0,cv,3.809049398126868,2.927874346605222,0.2521253983966316
Gd_ctopo_fp_skl_da,50,f_regression,['sgdr'],1,1,cv,3.7572482464370123,2.878766909763952,0.17760841844468267
Gd_ctopo_fp_skl_da,50,f_regression,"['ransac_non_lin_reg', 'poly_features', 'sgdr']",3,2,cv,4.229280380979247,3.5943881561813926,0.2262166841946298
Gd_ctopo_fp_skl_da,50,f_regression,"['resample', 'scaling', 'ridge']",3,3,cv,4.911465134399058,3.976071072867855,0.0
Gd_ctopo_fp_skl_da,50,f_regression,"['resample', 'ransac_lin_reg', 'sgdr']",3,4,cv,4.284266451586921,3.6514745301966434,0.23344874910891356
Gd_ctopo_fp_skl_da,50,f_regression,"['pca', 'scaling', 'poly_features', 'rfr']",4,,train_test,3.918055893854623,3.035795546762324,0.2087079013653912
Gd_ctopo_fp_skl_da,75,f_regression,['ridge'],1,0,cv,3.858724083391829,3.0739633989738864,0.2324917968278153
Gd_ctopo_fp_skl_da,75,f_regression,"['ransac_lin_reg', 'sgdr']",2,1,cv,3.6107265098691594,2.775778128285056,0.2404994997336759
Gd_ctopo_fp_skl_da,75,f_regression,"['sgdr', 'knnreg']",2,2,cv,4.063158042545205,3.395596123628838,0.285809882882882
Gd_ctopo_fp_skl_da,75,f_regression,['sgdr'],1,3,cv,3.8370521958943797,2.9187003653276666,0.2814643846617976
Gd_ctopo_fp_skl_da,75,f_regression,['rfr'],1,4,cv,4.3990281415523205,3.7467947844351968,0.19183184969647882
Gd_ctopo_fp_skl_da,75,f_regression,"['resample', 'poly_features', 'ridge']",3,,train_test,3.9018578408828652,3.1033616277315073,0.2152371070754221
Gd_ctopo_fp_skl_da_bonds,all,f_regression,['svr'],1,0,cv,4.004087552937357,3.2069879766725564,0.17357641093828502
Gd_ctopo_fp_skl_da_bonds,all,f_regression,['sgdr'],1,1,cv,3.5958629903860957,2.831320827461638,0.24673958201760793
Gd_ctopo_fp_skl_da_bonds,all,f_regression,"['normalization', 'ridge']",2,2,cv,4.049692458364961,3.2958484470338756,0.29053578887275977
Gd_ctopo_fp_skl_da_bonds,all,f_regression,['svr'],1,3,cv,3.432591579103906,2.5816240673719957,0.4249611975996527
Gd_ctopo_fp_skl_da_bonds,all,f_regression,"['rfr', 'knnreg']",2,4,cv,4.337880670227778,3.1642454334138,0.21414313324000223
Gd_ctopo_fp_skl_da_bonds,all,f_regression,['svr'],1,,train_test,4.033031542679939,3.381607707428158,0.16158543934468783
Gd_ctopo_fp_skl_da_bonds,50,f_regression,"['pca', 'rfr']",2,0,cv,4.019440901965283,3.146182925219935,0.16722655174951184
Gd_ctopo_fp_skl_da_bonds,50,f_regression,['ridge'],1,1,cv,3.61088330851698,2.8025268649819597,0.24043353448435856
Gd_ctopo_fp_skl_da_bonds,50,f_regression,"['resample', 'normalization', 'svr']",3,2,cv,3.982219070628296,3.273930662119119,0.31398011952331295
Gd_ctopo_fp_skl_da_bonds,50,f_regression,['ridge'],1,3,cv,3.783644722819009,3.095568458483545,0.3013276024970183
Gd_ctopo_fp_skl_da_bonds,50,f_regression,['rfr'],1,4,cv,4.228799967924527,3.465651350701405,0.25316865811446554
Gd_ctopo_fp_skl_da_bonds,50,f_regression,"['pca', 'rfr']",2,,train_test,4.061603015486095,3.0878302408398657,0.1496640890462675
Gd_ctopo_fp_skl_da_bonds,75,f_regression,"['pca', 'rfr']",2,0,cv,3.7326036078054736,2.8174014690601124,0.2818431327402935
Gd_ctopo_fp_skl_da_bonds,75,f_regression,"['poly_features', 'sgdr']",2,1,cv,3.568711602660811,2.806112110554,0.2580719668812038
Gd_ctopo_fp_skl_da_bonds,75,f_regression,"['ransac_lin_reg', 'svr']",2,2,cv,3.8006496141605175,3.1288968145719687,0.3751121614464342
Gd_ctopo_fp_skl_da_bonds,75,f_regression,['svr'],1,3,cv,3.294238667603985,2.5770218059406225,0.47038167102631134
Gd_ctopo_fp_skl_da_bonds,75,f_regression,"['resample', 'pca', 'fast_ica', 'rfr']",4,4,cv,5.047948165576162,3.914060035150776,0.0
Gd_ctopo_fp_skl_da_bonds,75,f_regression,"['resample', 'poly_features', 'normalization', 'ridge']",4,,train_test,3.8975271485284964,3.082761953442713,0.21697816518439073
Gd_ctopo_fp_skl_da_skl,all,f_regression,['sgdr'],1,0,cv,3.7899065849940996,3.054352354221801,0.25962356806610054
Gd_ctopo_fp_skl_da_skl,all,f_regression,['sgdr'],1,1,cv,3.842674865249734,2.8093329589864076,0.13978669706413605
Gd_ctopo_fp_skl_da_skl,all,f_regression,['svr'],1,2,cv,3.7877133997604355,2.99548190244989,0.37935876490587794
Gd_ctopo_fp_skl_da_skl,all,f_regression,"['normalization', 'ridge']",2,3,cv,4.0306549782158045,3.1827453182843914,0.20712607742078049
Gd_ctopo_fp_skl_da_skl,all,f_regression,"['resample', 'lgbmreg', 'catboostreg', 'rfr', 'lasso']",5,4,cv,4.682415108329181,3.9522463252469304,0.08435300323519435
Gd_ctopo_fp_skl_da_skl,all,f_regression,['ridge'],1,,train_test,3.8222464280378023,3.0371281103002654,0.24693417085857627
Gd_ctopo_fp_skl_da_skl,50,f_regression,"['sgdr', 'lasso']",2,0,cv,3.780397346134003,2.9643351521705132,0.2633342578365565
Gd_ctopo_fp_skl_da_skl,50,f_regression,['sgdr'],1,1,cv,3.7606036591838645,2.781511797211669,0.17613888798797994
Gd_ctopo_fp_skl_da_skl,50,f_regression,['svr'],1,2,cv,3.875177285229288,3.1244492178076695,0.3503647870827199
Gd_ctopo_fp_skl_da_skl,50,f_regression,['ridge'],1,3,cv,5.301710228056791,4.368039194242131,0.0
Gd_ctopo_fp_skl_da_skl,50,f_regression,"['rfr', 'lgbmreg']",2,4,cv,4.841902122552405,4.209335436086208,0.020915303008585573
Gd_ctopo_fp_skl_da_skl,50,f_regression,['ridge'],1,,train_test,3.8146710337201553,2.9679991875442435,0.24991624828607073
Gd_ctopo_fp_skl_da_skl,75,f_regression,"['resample', 'ransac_non_lin_reg', 'sgdr']",3,0,cv,3.821871465947651,3.0888785162887697,0.24708191501497145
Gd_ctopo_fp_skl_da_skl,75,f_regression,['sgdr'],1,1,cv,3.8314013381764553,2.7896540422664375,0.1448266304312691
